,text,emotion
1462,Person I do not know why you were how much I miss you and I felt and sorrows I will live that goodbye I could not give mourning I can not believe,sadness
1463,a much better place that this world is next to the person living with the person can be sure that you never died in our hearts rest in peace beautiful angel goes in peace warrior person,sadness
1464,so many lenbranes you are doing so much my pliminho I love you very much is always I will love you,sadness
1465,Person the lesson of life some arrive and others will learn,sadness
1466,Person you will always be alive inside our hearts go in peace my friend,sadness
1467,Person Person Izaura Person Fatinha with a Bowling Person,sadness
1468,People sad people here my house was robbed and took the car from the father who has news contact that will be well rewarded,sadness
1469,Person this flower and my friends of heart kisses to all our depre,sadness
1470,shorter way to shiver,sadness
1471,Just trust in God and cry for him that he will help them our sincere feelings Thiago Vinícius Ferreira and Family,sadness
1472,Mother force you are a warrior and you will get God with you wait in the person and be strong fortify your heart and wait in the person,sadness
1473,"I love you forever person, my heart, my heart, my heart is blowing but it is loving you.",sadness
1474,Good Morning,sadness
1475,Person dear friends and family I feel a huge pain in the chest today my heart is in mourning for my brother so beloved and dear the wake will be in the pax christ king near the hospital d person as soon as I have the time I will be communicated to all,sadness
1476,Hello harold ô person improves soon my bêbê who is going to go out with me and get drink me cursing improvement soon saw you love you very much I will always be on your side saw my baby with yha souzã,sadness
1477,by the Lord,sadness
1478,Teach to love O'Qu you lost,sadness
1479,Person pingo we love you goes with person,sadness
1480,Person as I wanted it to be the will of God that Joaozinho came back tomorrow even now with Lorena Cristina,sadness
1481,Person if someone found Lora please understand my suffering and send me news she can not have gone too far only person knows how much I am suffering from contact in the numbers 00 000000000 or 000000000há a reward for those who find it,sadness
1482,natural of life planting to take to learn and person person in peace my friend and I with the certainty that one day we will meet again ps warning to friends that the wake is being in the chapel 00 and the burial will be at 0000 with valdir do Carmo,sadness
1483,Person FG World and Injust Rip Nha Tio Dios Ta da eterno Descanxo Pa Bo Nta Tchora,sadness
1484,Person time from dinner kd my chicken with noodle and sauce think I can eat at this so I'm hungry all the time who sends me a pizza with bacon a dolly and dessert a pizza of chocolate with strawberry,sadness
1485,Person if you have a place in the sky I ask that person to receive it,sadness
1486,Mc Daleste S0 Filhão Life taught me to say goodbye to the people I love without tags from my heart,sadness
1487,"My life, I love you, I love you, I love you, I love you, I love you.",sadness
1488,These close without your voice without your screams without your advice voda is wherever you are a strong hug I will never forget you with 000000 years can be sure that the longing will be the same,sadness
